Product_name,Product_Description,Specifications,Average_Review,Total_Review_and_ratings,original_price,selling_price,Product_URL
"OPPO A3s (Purple, 32 GB)","OPPO A3s (Purple, 32 GB)4.38,628 Ratings & 726 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.75 cm (6.2 inch) HD+ Display13MP + 2MP | 8MP Front Camera4230 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3,"8,628 Ratings ","13,990","9,990",https://www.flipkart.com/oppo-a3s-purple-32-gb/p/itmf7fnvj5bgww6r?pid=MOBF7MV6VEXM7CJF&srno=s_3_51&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF7MV6VEXM7CJFIPMSZA&fm=organic&iid=b1e4a5f6-749e-4dbd-8fd4-342414c8be04.MOBF7MV6VEXM7CJF.SEARCH&qH=a5594894156db043
"Asus Zenfone Max Pro M1 (Grey, 64 GB)","Asus Zenfone Max Pro M1 (Grey, 64 GB)4.31,78,410 Ratings & 28,561 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 2 TB15.21 cm (5.99 inch) Full HD+ Display13MP + 5MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 636 Octa Core ProcessorBrand Warranty of 1 Year Available for Handset and 6 Months for Accessories",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB15.21 cm (5.99 inch) Full HD+ Display13MP + 5MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 636 Octa Core ProcessorBrand Warranty of 1 Year Available for Handset and 6 Months for Accessories,4.3,"1,78,410 Ratings ","12,999","8,499",https://www.flipkart.com/asus-zenfone-max-pro-m1-grey-64-gb/p/itmf4hg4bhbbng96?pid=MOBF3A8USX5NWRYE&srno=s_3_52&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF3A8USX5NWRYE92YR50&fm=organic&iid=f6a7fe2e-171c-4d08-9235-e1365946373c.MOBF3A8USX5NWRYE.SEARCH&qH=a5594894156db043
"OPPO F9 Pro (Twilight Blue, 64 GB)","OPPO F9 Pro (Twilight Blue, 64 GB)4.524,693 Ratings & 2,675 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD Display16MP + 2MP | 25MP Front Camera3500 mAh Li-polymer BatteryMediatek Helio P60 Octacore 2.0 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD Display16MP + 2MP | 25MP Front Camera3500 mAh Li-polymer BatteryMediatek Helio P60 Octacore 2.0 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5,"24,693 Ratings ","25,990","17,990",https://www.flipkart.com/oppo-f9-pro-twilight-blue-64-gb/p/itmf8fczgnrn5xhy?pid=MOBF8FCZY7DQGZX6&srno=s_3_53&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF8FCZY7DQGZX6PK4MMP&fm=organic&iid=e8ad28ba-1a28-4d92-9029-799549d450b0.MOBF8FCZY7DQGZX6.SEARCH&qH=a5594894156db043
"OPPO F9 Pro (Sunrise Red, 64 GB)","OPPO F9 Pro (Sunrise Red, 64 GB)4.524,693 Ratings & 2,675 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD Display16MP + 2MP | 25MP Front Camera3500 mAh Li-polymer BatteryMediatek Helio P60 Octacore 2.0 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD Display16MP + 2MP | 25MP Front Camera3500 mAh Li-polymer BatteryMediatek Helio P60 Octacore 2.0 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5,"24,693 Ratings ","25,990","17,990",https://www.flipkart.com/oppo-f9-pro-sunrise-red-64-gb/p/itmf8fczgnrn5xhy?pid=MOBF8FCZRFETEEHQ&srno=s_3_54&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF8FCZRFETEEHQOZDSGT&fm=organic&iid=34e6cf94-a242-4e44-ab09-f22c4456f383.MOBF8FCZRFETEEHQ.SEARCH&qH=a5594894156db043
"Honor 8X (Blue, 64 GB)","Honor 8X (Blue, 64 GB)4.42,377 Ratings & 251 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) FHD+ Display20MP + 2MP | 16MP Front Camera3750 mAh Battery2.2 GHz Kirin 710 Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.51 cm (6.5 inch) FHD+ Display20MP + 2MP | 16MP Front Camera3750 mAh Battery2.2 GHz Kirin 710 Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,"2,377 Ratings ","19,999","14,999",https://www.flipkart.com/honor-8x-blue-64-gb/p/itmfg4j7fhhgmmeu?pid=MOBFETV7GQZPQRZY&srno=s_3_55&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFETV7GQZPQRZYMQ9EHA&fm=organic&iid=44e8641d-2bff-408f-b583-ab4561a089a5.MOBFETV7GQZPQRZY.SEARCH&qH=a5594894156db043
"Samsung Galaxy A30 (Black, 64 GB)","Samsung Galaxy A30 (Black, 64 GB)4.47,033 Ratings & 602 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) FHD+ Display16MP + 5MP | 16MP Front Camera4000 mAh Lithium-ion BatteryExynos 7904 ProcessorSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) FHD+ Display16MP + 5MP | 16MP Front Camera4000 mAh Lithium-ion BatteryExynos 7904 ProcessorSuper AMOLED DisplayBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4,"7,033 Ratings ","18,000","15,490",https://www.flipkart.com/samsung-galaxy-a30-black-64-gb/p/itmfec2hqbxcmbzn?pid=MOBFE4CSBDN9XETN&srno=s_3_56&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFE4CSBDN9XETNBWZ0GC&fm=organic&iid=a3c5bd29-8610-46ef-9597-6941fdc0420a.MOBFE4CSBDN9XETN.SEARCH&qH=a5594894156db043
"Vivo Y17 (Mystic Purple, 128 GB)","Vivo Y17 (Mystic Purple, 128 GB)4.31,890 Ratings & 163 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2, 8MP | 20MP Front Camera5000 mAh Lithium-ion BatteryMTK Helio P35 (MT6765) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2, 8MP | 20MP Front Camera5000 mAh Lithium-ion BatteryMTK Helio P35 (MT6765) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4.3,"1,890 Ratings ","18,990","15,990",https://www.flipkart.com/vivo-y17-mystic-purple-128-gb/p/itmffftgdyezevvg?pid=MOBFFFTGC5GCH5FK&srno=s_3_57&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFFFTGC5GCH5FKY1SR65&fm=organic&iid=d1cf5a44-48ce-428f-bb7d-3f5b5c42639a.MOBFFFTGC5GCH5FK.SEARCH&qH=a5594894156db043
"Vivo Y17 (Mineral Blue, 128 GB)","Vivo Y17 (Mineral Blue, 128 GB)4.31,890 Ratings & 163 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2, 8MP | 20MP Front Camera5000 mAh Lithium-ion BatteryMTK Helio P35 (MT6765) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","4 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.13 cm (6.35 inch) HD+ Display13MP + 2, 8MP | 20MP Front Camera5000 mAh Lithium-ion BatteryMTK Helio P35 (MT6765) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4.3,"1,890 Ratings ","18,990","15,990",https://www.flipkart.com/vivo-y17-mineral-blue-128-gb/p/itmffftgdyezevvg?pid=MOBFFFTGUGEYCSYW&srno=s_3_58&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFFFTGUGEYCSYWFXHNGI&fm=organic&iid=6d35509e-3d80-4389-9ba7-4f6a215d5168.MOBFFFTGUGEYCSYW.SEARCH&qH=a5594894156db043
"Vivo Y95 (Starry Black, 64 GB)","Vivo Y95 (Starry Black, 64 GB)4.412,446 Ratings & 1,091 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 20MP Front Camera4030 mAh BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 20MP Front Camera4030 mAh BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4,"12,446 Ratings ","18,990","13,990",https://www.flipkart.com/vivo-y95-starry-black-64-gb/p/itmfb39tfngheyj9?pid=MOBFB39T9PHMYDZW&srno=s_3_59&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFB39T9PHMYDZWMUDKMA&fm=organic&iid=003da7da-7c7a-4ea0-98eb-99c1846c3182.MOBFB39T9PHMYDZW.SEARCH&qH=a5594894156db043
"Mi A1 (Black, 64 GB)4.44,54,339 Ratings & 73,455 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display12MP + 12MP | 5MP Front Camera3080 mAh Li-polymer BatteryQualcomm Snapdragon 625 64 bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","Mi A1 (Black, 64 GB)4.44,54,339 Ratings & 73,455 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display12MP + 12MP | 5MP Front Camera3080 mAh Li-polymer BatteryQualcomm Snapdragon 625 64 bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories₹9,524₹15,99940% offEMI starting from ₹317/monthOffersSpecial PriceBank Offer",4.4,"4.44,54,339 Ratings & 73,455 Reviews","4,54,339 Ratings ","9,524","9,524₹15,99940% off",https://www.flipkart.com/mi-a1-black-64-gb/p/itmexnsrtzhbbneg?pid=MOBEX9WXUSZVYHET&srno=s_3_60&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBEX9WXUSZVYHETGH9I94&fm=organic&iid=20e4b2ca-590d-4260-b231-b7a3c6c64a37.MOBEX9WXUSZVYHET.SEARCH&qH=a5594894156db043
"Samsung Galaxy A20 (Black, 32 GB)","Samsung Galaxy A20 (Black, 32 GB)4.35,784 Ratings & 520 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) HD+ Display13MP + 5MP | 8MP Front Camera4000 mAh Lithium-ion BatteryExynos 7884B ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB16.26 cm (6.4 inch) HD+ Display13MP + 5MP | 8MP Front Camera4000 mAh Lithium-ion BatteryExynos 7884B ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3,"5,784 Ratings ","12,900","11,490",https://www.flipkart.com/samsung-galaxy-a20-black-32-gb/p/itmffag4tzdhzubq?pid=MOBFFAG4YPASHGEB&srno=s_3_61&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFFAG4YPASHGEBPIVNEP&fm=organic&iid=9c0380f9-aed0-40f3-9ddc-cb4430b6f9d6.MOBFFAG4YPASHGEB.SEARCH&qH=a5594894156db043
"Honor 8X (Black, 64 GB)","Honor 8X (Black, 64 GB)4.42,377 Ratings & 251 Reviews6 GB RAM | 64 GB ROM |41.94 cm (16.51 cm) FHD+ Display20MP + 2MP | 16MP Front Camera3750 mAh Battery2.2 GHz Kirin 710 Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",6 GB RAM | 64 GB ROM |41.94 cm (16.51 cm) FHD+ Display20MP + 2MP | 16MP Front Camera3750 mAh Battery2.2 GHz Kirin 710 Octa Core Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4,"2,377 Ratings ","19,999","14,999",https://www.flipkart.com/honor-8x-black-64-gb/p/itmfg4j7fhhgmmeu?pid=MOBFA2PYPQS8FHDA&srno=s_3_62&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFA2PYPQS8FHDARFGDWH&fm=organic&iid=e1560f2b-ed69-443b-8073-f405d3abe47c.MOBFA2PYPQS8FHDA.SEARCH&qH=a5594894156db043
"Redmi 6 (Blue, 32 GB)","Redmi 6 (Blue, 32 GB)4.44,17,710 Ratings & 32,259 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP | 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP | 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4,"4,17,710 Ratings ","8,999","7,499",https://www.flipkart.com/redmi-6-blue-32-gb/p/itmf99mhky98ahmy?pid=MOBF96CPQBJJHBGN&srno=s_3_63&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF96CPQBJJHBGNNQMPSC&fm=organic&iid=ee495b84-3a70-4381-9e7a-ae9e12410155.MOBF96CPQBJJHBGN.SEARCH&qH=a5594894156db043
"Redmi 6A (Gold, 32 GB)4.328,483 Ratings & 2,098 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD Display13MP Rear Camera3000 mAh BatteryMediateck Processor1 Year Manufacturer Warranty","Redmi 6A (Gold, 32 GB)4.328,483 Ratings & 2,098 Reviews2 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD Display13MP Rear Camera3000 mAh BatteryMediateck Processor1 Year Manufacturer Warranty₹6,744₹6,9603% offEMI starting from ₹224/monthOffersSpecial PriceBank Offer",4.3,"4.328,483 Ratings & 2,098 Reviews","28,483 Ratings ","6,744","6,744₹6,9603% off",https://www.flipkart.com/redmi-6a-gold-32-gb/p/itmfe8z6qhfytweu?pid=MOBFAMZ8SM4GDZH5&srno=s_3_64&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFAMZ8SM4GDZH5PAV5B6&fm=organic&iid=30f93590-91fd-47f1-a2ad-b4902656dd95.MOBFAMZ8SM4GDZH5.SEARCH&qH=a5594894156db043
"Vivo V15 Pro (Topaz Blue, 128 GB)","Vivo V15 Pro (Topaz Blue, 128 GB)4.6592 Ratings & 57 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.23 cm (6.39 inch) FHD+ Display48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera 5MP + 8MP | 32MP Front Camera3700 mAh Li-ion BatteryQualcomm Snapdragon 675AIE Octa Core 2.0GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories","8 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.23 cm (6.39 inch) FHD+ Display48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera 5MP + 8MP | 32MP Front Camera3700 mAh Li-ion BatteryQualcomm Snapdragon 675AIE Octa Core 2.0GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",4.6,592 Ratings ,"34,990","29,990",https://www.flipkart.com/vivo-v15-pro-topaz-blue-128-gb/p/itmffmh3damhbuga?pid=MOBFG8X7ZQHYHX28&srno=s_3_65&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFG8X7ZQHYHX28FHKERJ&fm=organic&iid=6c949299-cf5d-4178-bb08-0173df6492ca.MOBFG8X7ZQHYHX28.SEARCH&qH=a5594894156db043
"Asus Zenfone Max Pro M1 (Grey, 64 GB)","Asus Zenfone Max Pro M1 (Grey, 64 GB)4.31,55,918 Ratings & 24,763 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 2 TB15.21 cm (5.99 inch) Full HD+ Display16MP + 5MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 636 Octa Core ProcessorBrand Warranty of 1 Year Available for Handset and 6 Months for Accessories",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB15.21 cm (5.99 inch) Full HD+ Display16MP + 5MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 636 Octa Core ProcessorBrand Warranty of 1 Year Available for Handset and 6 Months for Accessories,4.3,"1,55,918 Ratings ","14,999","11,999",https://www.flipkart.com/asus-zenfone-max-pro-m1-grey-64-gb/p/itmf79gxzkfg7tqk?pid=MOBF4UQ9KTEQKQZE&srno=s_3_66&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF4UQ9KTEQKQZEGMRMUJ&fm=organic&iid=0e2673e9-de93-4418-9627-e3ffc823196c.MOBF4UQ9KTEQKQZE.SEARCH&qH=a5594894156db043
"Micromax Spark Go (Rose Gold, 8 GB)","Micromax Spark Go (Rose Gold, 8 GB)4.17,830 Ratings & 693 Reviews1 GB RAM | 8 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) Display5MP Rear Camera | 2MP Front Camera2000 mAh Polymer BatterySC9832E ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB12.7 cm (5 inch) Display5MP Rear Camera | 2MP Front Camera2000 mAh Polymer BatterySC9832E ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1,"7,830 Ratings ","4,999","3,499",https://www.flipkart.com/micromax-spark-go-rose-gold-8-gb/p/itmf9jn7pny99k9z?pid=MOBF9JN76Y9K7E4R&srno=s_3_67&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF9JN76Y9K7E4RLVS6L3&fm=organic&iid=7df10d40-9d88-483a-b01f-85d13b03ac15.MOBF9JN76Y9K7E4R.SEARCH&qH=a5594894156db043
"Google Pixel 3a (Just Black, 64 GB)4.5654 Ratings & 140 Reviews4 GB RAM | 64 GB ROM |14.22 cm (5.6 inch) FHD+ Display12.2MP Rear Camera | 8MP Front Camera3000 mAh BatteryQualcomm Snapdragon 670 ProcessoreSIM CompatibleBrand Warranty of 1 Year Available for Mobile₹39,999Up to ₹24,000 Off on ExchangeEMI starting from ₹1329/monthOffersNo Cost EMIBank Offer",,4.5654 Ratings & 140 Reviews,"Google Pixel 3a (Just Black, 64 GB)",654 Ratings ,"39,999","39,999",https://www.flipkart.com/google-pixel-3a-just-black-64-gb/p/itmfgk4jfgstaack?pid=MOBFFGFP7UHHJUZU&srno=s_3_68&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFFGFP7UHHJUZUW7182D&fm=organic&iid=9dc6e1ba-40f3-4f71-a9be-78159d17e0f7.MOBFFGFP7UHHJUZU.SEARCH&qH=a5594894156db043
"Yu Ace (Rose Gold, 16 GB)","Yu Ace (Rose Gold, 16 GB)422,997 Ratings & 3,358 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4000 mAh Polymer BatteryMT6739WW ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD+ Display13MP Rear Camera | 5MP Front Camera4000 mAh Polymer BatteryMT6739WW ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4,"22,997 Ratings ","7,999","4,999",https://www.flipkart.com/yu-ace-rose-gold-16-gb/p/itmf8hv9kkm5djhu?pid=MOBF8HV9DHJJYXGH&srno=s_3_69&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF8HV9DHJJYXGHDFOVEF&fm=organic&iid=f7c8ebd8-2131-4017-b9b5-bc5db10b13b6.MOBF8HV9DHJJYXGH.SEARCH&qH=a5594894156db043
"Redmi 6 (Black, 32 GB)","Redmi 6 (Black, 32 GB)4.44,17,710 Ratings & 32,259 Reviews3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP | 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) HD+ Display12MP + 5MP | 5MP Front Camera3000 mAh Lithium-polymer Battery2.0 GHz Mediatek P22 Octacore ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4,"4,17,710 Ratings ","8,999","7,499",https://www.flipkart.com/redmi-6-black-32-gb/p/itmf99mhhtthpgwd?pid=MOBF8YUSVG8VZAUT&srno=s_3_70&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF8YUSVG8VZAUTTSW8XF&fm=organic&iid=645d1e5d-a946-4b1a-9c1d-b5763e57cb6e.MOBF8YUSVG8VZAUT.SEARCH&qH=a5594894156db043
"Redmi Go (Blue, 8 GB)","Redmi Go (Blue, 8 GB)4.375,770 Ratings & 6,217 Reviews1 GB RAM | 8 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera3000 mAh Li Polymer BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display8MP Rear Camera | 5MP Front Camera3000 mAh Li Polymer BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3,"75,770 Ratings ","5,999","4,499",https://www.flipkart.com/redmi-go-blue-8-gb/p/itmfeauufjjxcdrf?pid=MOBFDZQHJDX8M3E3&srno=s_3_71&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBFDZQHJDX8M3E3WWTRVX&fm=organic&iid=3135626a-2e89-490c-9fc1-94fa0e36a89f.MOBFDZQHJDX8M3E3.SEARCH&qH=a5594894156db043
"OPPO F9 Pro (Starry Purple, 64 GB)","OPPO F9 Pro (Starry Purple, 64 GB)4.524,693 Ratings & 2,675 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD Display16MP + 2MP | 25MP Front Camera3500 mAh Li-polymer BatteryMediatek Helio P60 Octacore 2.0 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD Display16MP + 2MP | 25MP Front Camera3500 mAh Li-polymer BatteryMediatek Helio P60 Octacore 2.0 GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5,"24,693 Ratings ","25,990","17,990",https://www.flipkart.com/oppo-f9-pro-starry-purple-64-gb/p/itmf8fczgnrn5xhy?pid=MOBF8FCZHK2HWJVT&srno=s_3_72&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF8FCZHK2HWJVTQBM0KR&fm=organic&iid=e5fa30e7-304d-4e0a-8270-3ad77c206c80.MOBF8FCZHK2HWJVT.SEARCH&qH=a5594894156db043
"Infinix Smart 2 (Sandstone Black, 16 GB)","Infinix Smart 2 (Sandstone Black, 16 GB)4.149,772 Ratings & 7,129 Reviews2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD+ Display13MP Rear Camera | 8MP Front Camera3050 mAh Li-ion Polymer BatteryMTK6739 64 bit Quad Core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) HD+ Display13MP Rear Camera | 8MP Front Camera3050 mAh Li-ion Polymer BatteryMTK6739 64 bit Quad Core ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.1,"49,772 Ratings ","6,999","4,999",https://www.flipkart.com/infinix-smart-2-sandstone-black-16-gb/p/itmf7f4yrzxdvv6p?pid=MOBF7F4Y98FUDA5G&srno=s_4_73&otracker=AS_QueryStore_OrganicAutoSuggest_0_8&otracker1=AS_QueryStore_OrganicAutoSuggest_0_8&lid=LSTMOBF7F4Y98FUDA5G8BYSL1&fm=organic&iid=c8b7b96a-50c4-43f4-9e6f-05a2b1840fd8.MOBF7F4Y98FUDA5G.SEARCH&qH=a5594894156db043
